새주소,지번주소,좌표정보,좌표정보2,테마코드,콘텐츠_코드,언어셋,콘텐츠_명,시도명,구명,동명,산지여부,주_번지,부_번지,기타주소,전화번호,상세정보_값_1,상세정보_값_2,상세정보_값_3,상세정보_값_4,상세정보_값_5,상세정보_값_6,상세정보_값_7,상세정보_값_8,상세정보_값_9,상세정보_값_10,상세정보_값_11,상세정보_값_12,상세정보_값_13,상세정보_값_14,상세정보_값_15,상세정보_값_16,상세정보_값_17,상세정보_값_18,상세정보_값_19,상세정보_값_20,상세정보_이름_1,상세정보_이름_2,상세정보_이름_3,상세정보_이름_4,상세정보_이름_5,상세정보_이름_6,상세정보_이름_7,상세정보_이름_8,상세정보_이름_9,상세정보_이름_10,상세정보_이름_11,상세정보_이름_12,상세정보_이름_13,상세정보_이름_14,상세정보_이름_15,상세정보_이름_16,상세정보_이름_17,상세정보_이름_18,상세정보_이름_19,상세정보_이름_20,좌표데이터,좌표_타입,선_두께,테마_선_색상,키워드,등록일,수정일
테헤란로 440,강남구 대치동 892,127.056139873,37.505785281,100115,ID000334,KOR,포스코미술관,,강남구,,,,,,02-3457-1665,미술관,558,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
위례성대로 14,송파구 방이동 45,127.113919687,37.516561736,100115,ID000335,KOR,한미사진미술관,,송파구,,,,,,02-418-1315,미술관,430,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로 2423,서초구 서초동 1449-12,127.015407988,37.481806136,100115,ID000336,KOR,한원미술관,,서초구,,,,,,02-588-5642,미술관,361,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
언주로 552,강남구 역삼동 688-4,127.040316529,37.507379382,100115,ID000337,KOR,헬로우뮤지움,,강남구,,,,,,02-3217-4222,미술관,241,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
자하문로40길 63,종로구 부암동 210-8,126.966249721,37.594295129,100115,ID000338,KOR,환기미술관,,종로구,,,,,,02-391-7701,미술관,1034,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
우정국로 45-14,종로구 수송동 46-15,126.982090906,37.57318457,100115,ID000339,KOR,OCI미술관,,종로구,,,,,,02-723-1034,미술관,738,,,,,,,,,,,,,,,,,,,분류,면적(㎡),,,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
새문안로 41,종로구 신문로2가 58,126.969649115,37.569002944,100115,ID000340,KOR,경찰박물관,,종로구,,,,,,02-3150-3681,박물관,국립,1995.11.8,경찰역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
효자로 12 ,종로구 세종로 1-57,126.976613019,37.577014264,100115,ID000341,KOR,고궁박물관,,종로구,,,,,,02-3701-7500,박물관,국립,1992.12.23,왕실유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
장충단로 59,중구 장충동2가 산 14-67,127.000114025,37.552864385,100115,ID000342,KOR,공연예술박물관,,중구,,,,,,02-2280-5802,박물관,국립,2009.12.23,공연예술역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남대문로 39,중구 남대문로3가 110,126.979976308,37.562143202,100115,ID000399,KOR,한국은행화폐박물관,,중구,,,,,,02-759-4881,박물관,사립(법인),2003.6.23,화폐역사,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
여의대방로67길 11,영등포구 여의도동 44-31,126.930267153,37.519780854,100115,ID000400,KOR,한국잡지박물관    ,,영등포구,,,,,,02-780-9131,박물관,사립(법인),1993.7.21,각종잡지,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
토정로 6,마포구 합정동 96-1,126.912079829,37.544116052,100115,ID000401,KOR,한국천주교순교자박물관,,마포구,,,,,,02-3142-4434,박물관,사립(법인),2008.8.19,천주교유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
동호로 268,중구 장충동 186-210,127.004149577,37.559806751,100115,ID000402,KOR,한국현대문학관,,중구,,,,,,02-2277-4857,박물관,사립(법인),2013.12.24,문학작품,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
혜화로9길 20,종로구 명륜1가 33-100,126.998660217,37.587756381,100115,ID000403,KOR,한무숙문학관,,종로구,,,,,,02-762-3093,박물관,사립(법인),2010.3.18,서적서화류 등,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000ff,,03/03/2017,03/03/2017
성북로15길 9,성북구 성북동 126-20,127.000332565,37.592899756,100115,ID000404,KOR,혜곡최순우기념관,,성북구,,,,,,02-3675-3401,기념관,사립(법인),2006.9.4,생활용품,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
남부순환로152길 53,관악구 미성동 1707,126.918345263,37.481108506,100115,ID000405,KOR,호림박물관,,관악구,,,,,,02-858-2500,박물관,사립(법인),1993.3.25,서화 도자,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
평창8길 3,종로구 평창동 273-1,126.965968493,37.604617545,100115,ID000406,KOR,화정박물관,,종로구,,,,,,02-2075-0114,박물관,사립(법인),1999.9.10,그림도예,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창덕궁길 73,종로구 원서동 108-4,126.988940688,37.58073906,100115,ID000407,KOR,한국미술박물관,,종로구,,,,,,02-766-6000,박물관,사립(종중),1993.7.21,불상미술,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
북촌로12길 17,종로구 가회동 11-103,126.985650812,37.582128096,100115,ID000408,KOR,가회민화박물관,,종로구,,,,,,02-741-0466,박물관,사립(개인),2003.8.24,민화그림,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
홍지문1길 4,종로구 홍지동 44,126.92894934,37.553631062,100115,ID000409,KOR,김달진미술자료박물관,,종로구,,,,,,02-730-6216,박물관,사립(개인),2008.3.19,미술자료,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
와우산로30길 36,마포구 창전동 6-32,126.929816746,37.553253088,100115,ID000410,KOR,근현대디자인박물관,,마포구,,,,,,070-7010-4346,박물관,사립(개인),2008.3.19,생활사유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
불광로 135,은평구 불광동 13-27,126.932545636,37.618783901,100115,ID000411,KOR,다문화박물관,,은평구,,,,,,02-323-6848,박물관,사립(개인),2014.1.14,세계생활유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
북촌로6길 1,종로구 가회동 208-7,126.985185682,37.580166022,100115,ID000412,KOR,명인박물관,,종로구,,,,,,02-766-0272,박물관,사립(개인),2008.3.19,탈 서화 등,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
인사동11길 20,종로구 견지동 82,126.983640397,37.57389691,100115,ID000413,KOR,목인박물관,,종로구,,,,,,02-722-5066,박물관,사립(개인),2005.11.25,목각인형,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
인사동길 9,종로구 관훈동 192-10,126.984537102,37.573568833,100115,ID000414,KOR,보나장신구박물관,,종로구,,,,,,02-732-6621,박물관,사립(개인),2006.2.24,전통노리개,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
북촌로11길 76,종로구 삼청동 35-91,126.983531122,37.583861219,100115,ID000415,KOR,북촌동양문화박물관,,종로구,,,,,,02-486-0191,박물관,사립(개인),2009.11.17,불상서화,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
북촌로7길 4,종로구 가회동 170-4,126.984748674,37.580328273,100115,ID000416,KOR,북촌박물관,,종로구,,,,,,02-766-8402,박물관,사립(개인),2012.11.26,민속품 도자기,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼청로4길 21,종로구 삼청동 35-117,126.981982126,37.582411062,100115,ID000417,KOR,북촌생활사박물관,,종로구,,,,,,02-736-3957,박물관,사립(개인),2008.4.14,생활사자료,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
비봉길 2-2,종로구 구기동 126-4,126.957056792,37.608699942,100115,ID000418,KOR,삼성출판박물관,,종로구,,,,,,02-394-6544,박물관,사립(개인),1993.3.25,도서관련,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
북촌로5나길 2,종로구 화동 75-3,126.981791249,37.580971523,100115,ID000419,KOR,세계장신구박물관,,종로구,,,,,,02-730-1610,박물관,사립(개인),2004.9.14,반지장신구,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
이화장길 100,종로구 동숭동 187-8,127.004648337,37.57979685,100115,ID000420,KOR,쇳대박물관,,종로구,,,,,,02-766-6494,박물관,사립(개인),2004.6.1,열쇠종류,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
세검정로 209-17,종로구 홍지동 36-20,126.955662185,37.59947631,100115,ID000421,KOR,쉼박물관,,종로구,,,,,,02-396-9277,박물관,사립(개인),2007.10.08,장례관련,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
삼양로 574-41,도봉구 쌍문동 497-15,127.014687458,37.654507849,100115,ID000422,KOR,옹기민속박물관,,도봉구,,,,,,02-900-0900,박물관,사립(개인),1993.3.25,그릇옹기,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
창의문로11가길 4,종로구 부암동 302-5,126.962641639,37.593660234,100115,ID000423,KOR,유금와당박물관,,종로구,,,,,,02-394-3451,박물관,사립(개인),2008.1.18,기와종류,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
서초중앙로2길 35,서초구 서초1동 1444-21,127.01917307,37.484106461,100115,ID000424,KOR,인도박물관,,서초구,,,,,,02-585-2185,박물관,사립(개인),2011.9.11,토기 미술공예,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
퇴계로18길 66 제일빌딩,중구 남산동1가 20,126.984242355,37.558136644,100115,ID000425,KOR,초전섬유퀼트박물관,,중구,,,,,,02-753-4075,박물관,사립(개인),1999.6.17,퀼트유물,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
돈화문로9길 27,종로구 낙원동 154,126.9902703,37.571588161,100115,ID000426,KOR,춘원당한방박물관,,종로구,,,,,,02-3672-2005,박물관,사립(개인),2008.9.26,한의학자료,,,,,,,,,,,,,,,,,분류,구분,등록일,주요내용,,,,,,,,,,,,,,,,,,1,0,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 남부순환로378길 34-9 (도곡동도곡2동주민센터),서울특별시 강남구 도곡동 459번지 도곡2동주민센터,127.046352766,37.483790786,100115,ID000923,KOR,오유아트홀(도곡2소극장),,강남구,,,,,,02-2176-0743,공연장,강남구청,2010.2.16,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 세종대로 178 (세종로KT광화문빌딩WEST),서울특별시 종로구 세종로 100번지 KT광화문빌딩WEST,126.977599306,37.572183858,100115,ID000924,KOR,올레스퀘어(구 KT아트홀) 드림홀,,종로구,,,,,,1577-5599 ,공연장,,2010.5,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 송파구 올림픽로 424 (방이동올림픽공원),서울특별시 송파구 방이동 88번지 올림픽공원 올림픽공원,127.115051293,37.520555375,100115,ID000925,KOR,올림픽공원 88잔디마당,,송파구,,,,,,02-410-1114,공연장,국민체육진흥공단,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 송파구 올림픽로 424 (방이동올림픽공원),서울특별시 송파구 방이동 88번지 올림픽공원 올림픽공원,127.115051293,37.520555375,100115,ID000926,KOR,올림픽공원 88호수 수변무대,,송파구,,,,,,02-410-1114,공연장,국민체육진흥공단,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 이화장1길 24 (이화동),서울특별시 종로구 이화동 28-18번지,127.005755437,37.57743953,100115,ID000951,KOR,최일화 스튜디오,,종로구,,,,,,02-766-8484,공연장,,2012,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 서대문구 북아현로11가길 7 (북아현동추계예술대학교),서울특별시 서대문구 북아현동 190-1번지 추계예술대학교,126.954907921,37.562376499,100115,ID000952,KOR,추계예술대학교 추계콘서트홀,,서대문구,,,,,,02-393-1671,공연장,,1998,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 창경궁로 303 (혜화동),서울특별시 종로구 혜화동 37-1번지,127.00331652,37.587613138,100115,ID000954,KOR,키작은 소나무 극장,,종로구,,,,,,02 765 8880,공연장,조컴퍼니,2009,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 동숭길 72 (동숭동),서울특별시 종로구 동숭동 50-20번지,127.004239739,37.581460928,100115,ID000955,KOR,탑아트홀,,종로구,,,,,,02-747-7407,공연장,,2012,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 마포구 독막로6길 27 (합정동),서울특별시 마포구 합정동 360-1번지,126.917184017,37.54674857,100115,ID000956,KOR,퍼즐 인형 극장 (다락극장),,마포구,,,,,,070-8237-6082,공연장,,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 서초구 반포대로 18 (서초동(주)KH바텍사옥),서울특별시 서초구 서초동 1451-51번지 (주)KH바텍사옥,127.012624488,37.482234187,100115,ID000957,KOR,페리지홀 & 갤러리,,서초구,,,,,,070-4676-7096,공연장,KH바텍,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 마포구 잔다리로3길 34 (서교동),서울특별시 마포구 서교동 395-174번지,126.917879066,37.550649762,100115,ID000959,KOR,폼텍 웍스홀,,마포구,,,,,,02-323-3644,공연장,한국폼텍㈜,2014.6,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 성북구 성북로26가길 14-1 (성북동),서울특별시 성북구 성북동  산 25-102번지,126.993988024,37.596284883,100115,ID000960,KOR,푸른달극장,,종로구,,,,,,070-7620-7088,공연장,,2013,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 중구 정동길 9 (정동),서울특별시 중구 정동 17-1번지,126.969957591,37.567530352,100115,ID000961,KOR,프란치스코 교육회관 체칠리아홀,,중구,,,,,,02-6364-2200,공연장,,1988,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 대학로11길 38-11 (명륜4가),서울특별시 종로구 명륜4가 70-4번지,127.000305156,37.582538836,100115,ID000962,KOR,피카소 소극장 1관,,종로구,,,,,,02-3672-7971,공연장,,2012,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 대학로11길 38-11 (명륜4가),서울특별시 종로구 명륜4가 70-4번지,127.000305156,37.582538836,100115,ID000963,KOR,피카소 소극장 2관,,종로구,,,,,,02-3672-7971,공연장,,1997,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 송파구 올림픽로 300 (신천동),서울특별시 송파구 신천동 29번지,127.104014802,37.514193919,100115,ID000964,KOR,하드 록 카페 (HARD ROCK CAFÉ),,송파구,,,,,,02-418-7625,공연장,,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 창경궁로35길 17 (혜화동),서울특별시 종로구 혜화동 70-1번지,127.001616998,37.586684016,100115,ID000965,KOR,한얼소극장,,종로구,,,,,,02-766-7010,공연장,한얼연극영화예술원,1996,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 중구 장충단로 59 (장충동2가국립극장),서울특별시 중구 장충동2가  산 14-67번지 국립극장 국립극장,127.000005795,37.551747665,100115,ID000966,KOR,해오름 예술극장,,종로구,,,,,,02-2280-4114,공연장,개인,2014.4,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 성북구 동소문로20나길 27 (동선동1가),서울특별시 성북구 동선동1가 89번지,127.01813338,37.592446208,100115,ID000967,KOR,해우소 소극장,,성북구,,,,,,070-8128-1510,공연장,,2005,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 양천구 목동동로 257 (목동현대하이페리온),서울특별시 양천구 목동 916번지 현대하이페리온,126.874715039,37.526275324,100115,ID000968,KOR,현대백화점 목동점 문화홀,,양천구,,,,,,02-2163-1700,공연장,현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 테헤란로 517 (삼성동현대백화점),서울특별시 강남구 삼성동 159-7번지 현대백화점,127.059931226,37.50843949,100115,ID000969,KOR,현대백화점 무역센터점 문화홀,,강남구,,,,,,02-3467-6608,공연장,현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 성북구 동소문로 315 (길음동현대백화점미아점),서울특별시 성북구 길음동 20-1번지 현대백화점미아점,127.028947145,37.608140365,100115,ID000970,KOR,현대백화점 미아점 문화홀,,성북구,,,,,,02-2117-2117,공연장,현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 서대문구 신촌로 83 (창천동현대백화점신촌점),서울특별시 서대문구 창천동 30-33번지 현대백화점신촌점,126.9356862,37.555821189,100115,ID000971,KOR,현대백화점 신촌점 문화홀(유플렉스제이드홀),,서대문구 ,,,,,,02-3145-3453,공연장,㈜ 현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 압구정로29길 21 (압구정동현대백화점토파즈홀),서울특별시 강남구 압구정동 450번지 현대백화점토파즈홀,127.027865646,37.528703391,100115,ID000972,KOR,현대백화점 압구정본점 문화홀,,강남구,,,,,,02-3449-5497,공연장,현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강동구 천호대로 1005 (천호동현대백화점),서울특별시 강동구 천호동 455-8번지 현대백화점,127.124053814,37.538826257,100115,ID000973,KOR,현대백화점 천호점 문화홀,,강동구,,,,,,02-2225-7557,공연장,현대백화점,,,,,,,,,,,,,,,,,,,분류,설립주체,개관일,객석수,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 삼성로147길 66 (청담동),서울특별시 강남구 청담동 16-17번지,127.044332499,37.520589885,100115,ID001070,KOR,갤러리선컨템포러리,,강남구,,,,,,720-5789,갤러리,,,,,,,,,,,,,,,,,,,,분류,개관일,면적,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 경희궁1가길 11 (신문로2가아산정책연구소),서울특별시 종로구 신문로2가 1-176번지 아산정책연구소,126.968587123,37.572319667,100115,ID001262,KOR,아산정책연구원 갤러리(AAIPS 에이아이프스),,종로구,,,,,,02.730.5842,갤러리,2010.04.09.,290㎡,,,,,,,,,,,,,,,,,,분류,개관일,면적,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
,서울특별시 종로구 관훈동 169-2번지,126.984219967,37.574326408,100115,ID001142,KOR,김영섭사진화랑,,종로구,,,,,,733-6331,갤러리,2003,,,,,,,,,,,,,,,,,,,분류,개관일,면적,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 동대문구 왕산로 214 (전농동청량리역롯데백화점),서울특별시 동대문구 전농동 591-53번지 청량리역롯데백화점,127.047460319,37.580497804,100115,ID001184,KOR,롯데갤러리 청량리점,,동대문구,,,,,,3707-2890,갤러리,2010.08,지상 8층,,,,,,,,,,,,,,,,,,분류,개관일,면적,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 중구 장충단로 72 (장충동2가한국자유총연맹),서울특별시 중구 장충동2가 201-6번지 한국자유총연맹,127.001818325,37.551970579,100115,ID001469,KOR,메가박스 EOE4(남산자동차극장),,중구,,,,,,1544-0070,영화관,1,180,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 동작구 동작대로 89 12층 (사당동골든시네마타워),서울특별시 동작구 사당동 147-53번지 골든시네마타워 12층 골든시네마,126.981731209,37.484611187,100115,ID001470,KOR,메가박스 아트나인,,동작구,,,,,,1544-0070,영화관,2,150,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강서구 화곡로 142 501호 (화곡동메가박스),서울특별시 강서구 화곡동 1073-10번지 메가박스 501호 (화곡동,126.837587715,37.540704604,100115,ID001471,KOR,메가박스 화곡,,강서구,,,,,,1544-0070,영화관,5,851,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 종로구 경희궁1길 1 2층 (신문로2가),서울특별시 종로구 신문로2가 1-153번지 2층,126.971858173,37.570650723,100115,ID001472,KOR,미로스페이스,,종로구,,,,,,02-3210-3358,영화관,1,110,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 도산대로8길 8 (논현동브로드웨이),서울특별시 강남구 논현동 3-5번지 브로드웨이 브로드웨이식스3관,127.02195656,37.516478361,100115,ID001473,KOR,인디플러스,,강남구,,,,,,02-3447-0652,영화관,1,70,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
,서울특별시 송파구 잠실동 1168-1번지,127.06888875,37.516887798,100115,ID001474,KOR,잠실자동차극장,,송파구,,,,,,02-3431-0450,영화관,2,400,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 강남구 압구정로10길 9 지하2층 (신사동),서울특별시 강남구 신사동 532-1번지 지하2층,127.021939772,37.52298959,100115,ID001475,KOR,조이앤시네마,,강남구,,,,,,070-8233-4321,영화관,1,59,,,,,,,,,,,,,,,,,,분류,스크린수,좌석수,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 동대문구 답십리로 210-9 (답십리동),서울특별시 동대문구 답십리동  산 2-121번지,127.063572328,37.571800596,100115,ID001484,KOR,동대문문화의집,,동대문구,,,,,,,문화의 집,12/20/1997,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
서울특별시 동대문구 외대역동로6길 3 (휘경동),서울특별시 동대문구 휘경동 135-9번지,127.065662738,37.592806525,100115,ID001485,KOR,휘경1동문화의집,,동대문구,,,,,,,문화의 집,10/01/2003,,,,,,,,,,,,,,,,,,,분류,개관일,,,,,,,,,,,,,,,,,,,,1,4,#0000FF,,03/03/2017,03/03/2017
